header,name,epochtime,count_ns_mixture,count_ns_random,count_ns_primer_dropout,mix_parent1,mix_parent2
>964+851,964+851,1619305200,5,50,518,964,851
>109+934,109+934,1623625200,30,50,476,109,934
>929+301,929+301,1617750000,27,50,459,929,301
>343+441,343+441,1602154800,27,50,537,343,441
>35+934,35+934,1624057200,32,50,466,35,934
>27+853,27+853,1610020800,35,50,496,27,853
>30+983,30+983,1623106800,26,50,461,30,983
>715+277,715+277,1606824000,29,50,461,715,277
>597+577,597+577,1624532400,29,50,507,597,577
>12+693,12+693,1623236400,35,50,509,12,693
>960+315,960+315,1619046000,21,50,500,960,315
>913+303,913+303,1613520000,23,50,498,913,303
>412+191,412+191,1609502400,36,50,516,412,191
>757+179,757+179,1612569600,17,50,495,757,179
>242+585,242+585,1614340800,22,50,435,242,585
>983+313,983+313,1622588400,24,50,455,983,313
